Title,ReleaseYear,City,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Cardinal X,2015,San Francisco,3639 Taraval St,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.741572,-122.505326,1,rooftop,3639,Taraval St,San Francisco,CA,San Francisco County,94116,US,San Francisco
Cardinal X,2015,San Francisco,1458 33rd Ave.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.759951,-122.491592,1,rooftop,1458,33rd Ave,San Francisco,CA,San Francisco County,94122,US,San Francisco
Cardinal X,2015,San Francisco,Lyon at Chestnut St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.799555,-122.446161,0.89,intersection,,Chestnut St,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Cardinal X,2015,San Francisco,1559 Underwood Avenue between Lane and Keith,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.728728,-122.389981,1,intersection,,Keith St,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Cardinal X,2015,San Francisco,1465 Revere Avenue between Keith and Jennings,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.729543,-122.386417,1,intersection,,Jennings St,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Cardinal X,2015,San Francisco,1601 Lane St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.731805,-122.389581,1,rooftop,1601,Lane St,San Francisco,CA,San Francisco County,94124,US,San Francisco
Cardinal X,2015,San Francisco,420 Mason St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.787565,-122.409593,1,rooftop,420,Mason St,San Francisco,CA,San Francisco County,94102,US,San Francisco
Cardinal X,2015,San Francisco,119 Utah,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.768338,-122.406643,1,range_interpolation,119,Utah St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Cardinal X,2015,San Francisco,100 Alemany Blvd.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.737462,-122.408217,1,range_interpolation,100,Alemany Blvd,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Cardinal X,2015,San Francisco,812 22nd St. and Tennessee,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,37.757884,-122.389248,1,intersection,,22nd St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Casualties of War,1989,San Francisco,Mission Dolores Park (Mission District) via J-Church MUNI Train,"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",Columbia Pictures Corporation,Columbia Pictures,Brian DePalma,Daniel Lang,Michael J. Fox,Sean Penn,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chan is Missing,1982,San Francisco,"Li Po (916 Grant Avenue at Washington, Chinatown)",,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,Wood Moy,Marc Hayashi,Lauren Chew,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chan is Missing,1982,San Francisco,Golden Dragon Restaurant (816 Washington Street at Grant),,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,Wood Moy,Marc Hayashi,Lauren Chew,37.758407,-122.444369,0.54,intersection,,Clayton St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 ep105,2016,San Francisco,Maiden Lane between Kearny and Grant,,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.78823,-122.405131,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 ep105,2016,San Francisco,"The Drew School, 2901 California",,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 ep105,2016,San Francisco,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.726078,-122.482345,0.9,street_center,,N State Dr,San Francisco,CA,San Francisco County,94132,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 ep105,2016,San Francisco,60 Leavenworth St.,,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.78117,-122.413489,1,rooftop,60,Leavenworth St,San Francisco,CA,San Francisco County,94102,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,"Harvey Milk Rec Center, 50 Scott St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,66 Potomac,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.770292,-122.432365,1,rooftop,66,Potomac St,San Francisco,CA,San Francisco County,94117,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,"Mario's Café, 566 Columbus",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.760555,-122.44426,0.9,street_center,,Mars St,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,Washington Square Park,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.794173,-122.412705,0.9,street_center,,Washington St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,"William Stout Architectural Books, 804 Montgomery St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.729652,-122.396352,0.9,street_center,,Williams Ave,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,1055 Montgomery St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.798888,-122.404284,1,rooftop,1055,Montgomery St,San Francisco,CA,San Francisco County,94133,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,60 Leavenworth St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.78117,-122.413489,1,rooftop,60,Leavenworth St,San Francisco,CA,San Francisco County,94102,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,Jefferson Square Park,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.807442,-122.420371,0.9,street_center,,Jefferson St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,UN Plaza/ Civic Center Bart steps,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,940 Powell St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.79361,-122.409103,1,rooftop,940,Powell St,San Francisco,CA,San Francisco County,94108,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,Ellis and Jones St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.784866,-122.412782,1,intersection,,Ellis St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,"Ellis Food Center, 398 Ellis",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.783971,-122.420687,0.9,street_center,,Ellis St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,"Jonell's Bar, 401 Ellis",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.726078,-122.482345,0.9,street_center,,N State Dr,San Francisco,CA,San Francisco County,94132,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,Antonio Alley,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.78538,-122.413362,0.9,street_center,,Antonio St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1 Pilot,2016,San Francisco,253 4th Ave.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.783857,-122.462669,1,rooftop,253,4th Ave,San Francisco,CA,San Francisco County,94118,US,San Francisco
Chance - Season 1 Pilot,2016,San Francisco,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.754586,-122.461081,0.9,street_center,,Warren Dr,San Francisco,CA,San Francisco County,94131,US,TIGER/Line® dataset from the US Census Bureau
Chance - Season 1ep105,2016,San Francisco,Private alley along 20th St. between Tennessee and Minnesota,,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,Mason and Pacific,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.796291,-122.411719,0.8,intersection,,Mason St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,John St. between Powell and Mason,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.796057,-122.409988,0.86,intersection,,John St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,Westin St. Francis,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"Betelnut restaurant, 2030 Union St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"Sutter Stockton Garage, 444 Stockton",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.788698,-122.413856,0.9,street_center,,Sutter St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"YWCA, 940 Powell",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.754586,-122.461081,0.9,street_center,,Warren Dr,San Francisco,CA,San Francisco County,94131,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,Heron and Berwick Alleys,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.774787,-122.40831,0.91,intersection,,Berwick Pl,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"Duboce St., Duboce Café",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.769542,-122.430184,0.9,street_center,,Duboce Ave,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,Potomac and Waller,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.769892,-122.432522,0.9,intersection,,Potomac St,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep102,2016,San Francisco,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham ,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.726078,-122.482345,0.9,street_center,,N State Dr,San Francisco,CA,San Francisco County,94132,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,60 Leavenworth St.,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.78117,-122.413489,1,rooftop,60,Leavenworth St,San Francisco,CA,San Francisco County,94102,US,San Francisco
Chance- Season 1 ep103,2016,San Francisco,"Blue Danube Café, 306 Clement",,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,"San Francisco Art Institute, 800 Chestnut",,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.733186,-122.469436,0.9,street_center,,San Fernando Way,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,Laguna Honda Hospital,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.746768,-122.45849,0.9,street_center,,Laguna Honda Blvd,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,350 Santa Ana Ave.,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.730616,-122.46829,1,rooftop,350,Santa Ana Ave,San Francisco,CA,San Francisco County,94127,US,San Francisco
Chance- Season 1 ep103,2016,San Francisco,878-898 Chestnut St.,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.803369,-122.418036,1,rooftop,898,Chestnut St,San Francisco,CA,San Francisco County,94133,US,San Francisco
Chance- Season 1 ep103,2016,San Francisco,Forrest Hill Muni Station,A Muni station agent played himself in this scene.,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.748996,-122.461941,0.9,street_center,,Forest Hill Path,San Francisco,CA,San Francisco County,94116,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,60 Potomac,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.770158,-122.43233,1,rooftop,60,Potomac St,San Francisco,CA,San Francisco County,94117,US,San Francisco
Chance- Season 1 ep103,2016,San Francisco,"The Drew School, 2901 California",,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,San Bruno and Alameda,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.768473,-122.405828,1,intersection,,Alameda St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep103,2016,San Francisco,17th and Arkansas,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.765014,-122.398703,1,intersection,,17th St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep104,2016,San Francisco,Bush and Sansome St.,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.791177,-122.400744,1,intersection,,Bush St,San Francisco,CA,San Francisco County,94104,US,TIGER/Line® dataset from the US Census Bureau
Chance- Season 1 ep104,2016,San Francisco,"Bayview Police Station, 201 Williams Ave.",,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,37.732468,-122.393085,0.9,street_center,,Bayview St,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
